"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.073844058E1,-1.960165465E0,-1.045692074E0,-2.064975198E0
9.074843158E1,-2.236656028E0,-1.130622296E0,-1.890784305E0
9.075842158E1,-2.188774056E0,-1.113008144E0,-1.304697999E0
9.076841258E1,-1.836895488E0,-9.777433348E-1,-7.146724248E-1
9.077840358E1,-1.646908780E0,-8.601628447E-1,-1.932545704E-1
9.078839358E1,-1.803774081E0,-6.444327468E-1,3.188322973E-1
9.079838458E1,-1.993608908E0,-1.927885473E-2,6.435958640E-1
9.080837558E1,-2.110784039E0,9.615623349E-1,6.101953988E-1
9.081836658E1,-2.324011529E0,1.955659162E0,3.725243551E-1
9.082835658E1,-2.676968177E0,2.441219552E0,-2.203669399E-1
9.083834758E1,-3.018903993E0,2.406301149E0,-8.982997008E-1
9.084833858E1,-3.098586632E0,2.183894700E0,-1.672357032E0
9.085832858E1,-2.976044779E0,2.025989472E0,-2.585597246E0
9.086831958E1,-2.467342572E0,2.054970027E0,-3.253039956E0
9.087831058E1,-1.497315808E0,2.256246393E0,-2.851738529E0
9.088830158E1,-3.982139508E-1,2.661037438E0,-1.013467630E0
9.089829158E1,6.727138285E-1,3.264135633E0,1.241371923E0
9.090828258E1,1.644368019E0,3.593472453E0,2.818781868E0
9.091827358E1,2.301067055E0,3.481827471E0,3.624823469E0
9.092826358E1,2.526534521E0,2.662207466E0,3.617336109E0
9.093825458E1,2.301966064E0,1.462903190E0,2.990549090E0
9.094824558E1,1.983430221E0,2.970631135E-1,2.274720671E0
9.095823658E1,2.054105809E0,-3.122079867E-1,1.770832769E0
9.096822658E1,2.248416971E0,-2.256732881E-2,1.542476193E0
9.097821758E1,2.561202663E0,9.826029557E-1,1.465730318E0
9.098820858E1,2.887427595E0,2.397924428E0,1.713698455E0
9.099819858E1,2.846664315E0,3.781203158E0,2.167989689E0
9.100818958E1,2.562359827E0,4.715824447E0,2.248758010E0
9.101818058E1,1.880166346E0,4.842776855E0,1.631712890E0
9.102817158E1,8.311469141E-1,4.173399886E0,1.501342785E-1
9.103816158E1,1.123054976E-1,3.223346041E0,-1.170782728E0
9.104815258E1,-2.064145332E-1,2.170278874E0,-1.564970432E0
9.105814358E1,-3.070512541E-1,9.146822834E-1,-1.246909382E0
9.106813358E1,-6.234900668E-2,-3.936608702E-1,-7.130930918E-1
9.107812458E1,2.159284647E-1,-1.552308871E0,-2.190694427E-1
9.108811558E1,2.952786894E-1,-2.379181763E0,1.972792820E-1
9.109810658E1,2.589892611E-1,-3.110887127E0,4.911649454E-1
9.110809658E1,3.766437916E-1,-3.652915247E0,4.387645376E-1
9.111808758E1,4.205161815E-1,-4.087040019E0,3.100900521E-1
9.112807858E1,5.148602021E-1,-4.409231542E0,-5.076844990E-2
9.113806813E1,8.111509714E-1,-4.608266670E0,-3.694785404E-1
9.114805913E1,1.047567203E0,-4.710215798E0,-5.262089898E-1
9.115805012E1,1.292248400E0,-4.649505327E0,-8.929844356E-1
9.116804013E1,1.519033682E0,-4.452320259E0,-1.255914679E0
9.117803113E1,1.416751555E0,-4.126421016E0,-1.391425071E0
9.118802213E1,1.219412193E0,-3.745394810E0,-1.306062739E0
9.119801313E1,1.139072400E0,-3.374190756E0,-1.181842663E0
9.120800312E1,1.038965291E0,-3.085073424E0,-1.173642016E0
9.121799412E1,8.088170553E-1,-2.795567837E0,-1.284929879E0
9.122798513E1,4.463048145E-1,-2.321184985E0,-1.588973252E0
9.123797512E1,2.375962725E-1,-1.631187810E0,-1.907091020E0
9.124796612E1,-5.549511977E-2,-8.827950776E-1,-2.122890115E0
9.125795712E1,-3.700036935E-1,-9.600952685E-2,-2.120990939E0
9.126794812E1,-6.611125141E-1,6.768175507E-1,-1.958459979E0
9.127793813E1,-8.082150114E-1,1.319978528E0,-1.823364739E0
9.128792912E1,-8.441025898E-1,1.819101534E0,-1.542243474E0
9.129792012E1,-5.721792877E-1,2.369544967E0,-1.230276977E0
9.130791013E1,-8.450396061E-2,2.658213233E0,-1.743023411E0
9.131790113E1,1.769985799E-1,2.582306433E0,-2.569590493E0
9.132789213E1,2.246062443E-1,2.705941715E0,-2.678651006E0
9.133788313E1,1.357492509E-1,2.849651073E0,-2.416104591E0
9.134787312E1,-5.593578056E-1,2.847525026E0,-2.690422620E0
9.135786413E1,-1.674406043E0,2.958133296E0,-3.184191915E0
9.136785513E1,-2.738862124E0,2.813202454E0,-3.272766123E0
9.137784512E1,-3.066329297E0,2.493295439E0,-2.544893609E0
9.138783612E1,-2.612910175E0,2.562193181E0,-1.119282279E0
9.139782712E1,-1.755322006E0,3.310301739E0,-3.863500965E-1
9.140781713E1,-8.752774586E-1,3.362284656E0,-1.411026327E-1
9.141780812E1,3.272145733E-1,2.620833153E0,6.994433516E-1
9.142779912E1,2.016169074E0,1.246020021E0,1.338197283E0
9.143779012E1,4.090853573E0,2.228958607E-2,1.772583425E0
9.144778013E1,6.198961927E0,-6.156936818E-1,2.253375995E0
9.145777113E1,7.567985730E0,-8.543893039E-1,2.341404072E0
9.146776213E1,7.489922478E0,-5.328579319E-1,2.257713459E0
9.147775212E1,5.870442547E0,3.786832273E-1,2.278812552E0
9.148774313E1,3.698597789E0,1.264875537E0,1.944464083E0
9.149773413E1,2.277822618E0,1.462327824E0,1.283498334E0
9.150772513E1,1.433606593E0,9.397405261E-1,8.172717637E-1
9.151771512E1,1.032770166E0,4.882185334E-1,6.429526703E-1
9.152770612E1,7.965828529E-1,2.397206390E-1,7.666021317E-1
9.153769712E1,5.417431415E-1,9.040964842E-2,1.016008683E0
9.154768712E1,3.393258380E-1,2.495726126E-1,1.141170089E0
9.155767812E1,1.377119420E-1,3.751655424E-1,8.997823354E-1
9.156766912E1,5.830594942E-2,5.074932951E-1,1.131467804E0
9.157766012E1,4.292928522E-1,4.073328298E-1,1.123786317E0
9.158765013E1,8.374838340E-1,-2.543310767E-1,5.309989558E-1
9.159764113E1,9.996202536E-1,-1.040608504E0,-1.205836932E-1
9.160763213E1,1.004748627E0,-1.827598708E0,-4.272508583E-1
9.161762213E1,8.549466898E-1,-2.655004281E0,-3.691775550E-1
9.162761313E1,7.509401453E-1,-3.349821900E0,-1.597324830E-1
9.163760413E1,5.528910774E-1,-3.764259097E0,1.320115645E-1
9.164759412E1,3.155131985E-1,-3.920234744E0,2.946031898E-1
9.165758512E1,5.128044672E-2,-3.881232061E0,3.424819458E-1
9.166757612E1,-2.208662190E-1,-3.556709254E0,3.182119077E-1
9.167756712E1,-4.358350094E-1,-3.045371999E0,8.443423256E-2
9.168755712E1,-5.201221845E-1,-2.447747968E0,-2.113277292E-1
9.169754812E1,-4.446647436E-1,-1.785922678E0,-6.117228377E-1
9.170753912E1,-4.272975630E-1,-1.209740387E0,-1.138915987E0
9.171752913E1,-5.341898545E-1,-8.476451254E-1,-1.677877973E0
9.172752013E1,-7.306780813E-1,-6.505892801E-1,-2.112162228E0
9.173751113E1,-1.088216023E0,-7.140070117E-1,-2.348458738E0
9.174750212E1,-1.545774900E0,-7.574833989E-1,-2.384604325E0
9.175749213E1,-1.933720117E0,-4.709657389E-1,-2.153524847E0
9.176748313E1,-2.209447325E0,4.225256503E-2,-1.650772036E0
9.177747413E1,-2.284178834E0,5.461878294E-1,-9.172347392E-1
9.178746412E1,-2.153970405E0,9.804541039E-1,-2.277649833E-1
9.179745512E1,-1.797163512E0,1.351703766E0,9.868696690E-2
9.180744612E1,-1.564223158E0,1.699380378E0,2.695969874E-1
9.181743612E1,-1.647752388E0,2.018179346E0,2.186235926E-1
9.182742712E1,-2.008647069E0,2.143030264E0,-1.758643663E-1
9.183741812E1,-2.261774058E0,1.997950904E0,-7.135731483E-1
9.184740912E1,-2.454610260E0,1.725485857E0,-1.251308535E0
9.185739913E1,-2.422168446E0,1.625554603E0,-1.774597352E0
9.186739013E1,-2.025884807E0,1.664235688E0,-2.064367087E0
9.187738112E1,-9.114273577E-1,1.751052223E0,-1.744300443E0
9.188737113E1,3.847472285E-1,1.904252781E0,-7.090579283E-1
9.189736213E1,1.374283082E0,1.978293734E0,5.232316607E-1
9.190735313E1,2.217231139E0,2.171258283E0,1.500052890E0
9.191734312E1,2.681002463E0,2.265181523E0,2.069413088E0
9.192733412E1,2.646498336E0,1.974714653E0,2.207202871E0
9.193732512E1,2.098464102E0,1.050308450E0,1.897935303E0
9.194731613E1,2.052356322E0,1.495659292E-1,1.330658467E0
9.195730612E1,2.673379741E0,-3.080026692E-1,7.912452221E-1
9.196729712E1,3.377407309E0,-2.086730933E-1,4.043348162E-1
9.197728812E1,3.807881372E0,6.610283142E-1,3.867218332E-1
9.198727813E1,4.022346717E0,2.031255475E0,1.076554847E0
9.199726913E1,3.861153308E0,3.564280813E0,2.255499119E0
9.200726012E1,3.496995441E0,4.885312425E0,3.132749866E0
9.201725112E1,2.798324799E0,5.678664984E0,3.097064309E0
9.202724113E1,1.653500931E0,5.204103792E0,1.788295332E0
9.203723213E1,6.620103541E-1,3.881137336E0,-3.503423578E-1
9.204722313E1,4.023754142E-1,2.826207247E0,-1.871133129E0
9.205721312E1,4.822013099E-1,1.912050628E0,-2.220337033E0
9.206720412E1,8.041528045E-1,1.107591868E0,-1.696432797E0
9.207719512E1,9.861951926E-1,3.533215141E-1,-9.614893178E-1
9.208718512E1,9.587219768E-1,-4.783080876E-1,-4.550158502E-1
9.209717612E1,7.932315943E-1,-1.304768166E0,-1.592832707E-1
9.210716712E1,4.636543804E-1,-1.995579858E0,-3.257556930E-3
9.211715812E1,2.591518868E-1,-2.557492604E0,3.517027125E-3
9.212714813E1,1.373957538E-1,-3.162864196E0,-1.755703244E-1
9.213713908E1,2.531313743E-1,-3.809588467E0,-4.471295643E-1
9.214713008E1,2.592282660E-1,-4.405175913E0,-5.922089249E-1
9.215712008E1,4.191245442E-1,-4.789379497E0,-7.293120986E-1
9.216711108E1,8.835634748E-1,-4.979231572E0,-1.045252948E0
9.217710208E1,1.037317545E0,-5.075425286E0,-1.363448483E0
9.218709208E1,1.204469049E0,-4.894571491E0,-1.525653754E0
9.219708308E1,1.236943973E0,-4.512789824E0,-1.470016328E0
9.220707408E1,9.716683701E-1,-4.050473871E0,-1.401187583E0
9.221706508E1,7.262663571E-1,-3.623382715E0,-1.455585399E0
9.222705508E1,4.160185763E-1,-3.167581730E0,-1.536268643E0
9.223704608E1,2.292379700E-1,-2.585425923E0,-1.614463604E0
9.224703708E1,-4.584947973E-4,-2.034685451E0,-1.605304964E0
9.225702708E1,-2.447996036E-1,-1.516646703E0,-1.637410417E0
9.226701808E1,-4.351631644E-1,-9.400586146E-1,-1.827285297E0
9.227700908E1,-5.709486680E-1,-4.187191129E-1,-1.988011222E0
9.228700008E1,-6.035508422E-1,1.761514646E-1,-2.078222504E0
9.229699008E1,-5.892431440E-1,8.695254064E-1,-2.211691779E0
9.230698108E1,-4.959508183E-1,1.616737586E0,-2.293865624E0
9.231697208E1,-3.806181441E-1,2.208672277E0,-2.408965141E0
9.232696208E1,-1.782409671E-1,2.443937922E0,-2.527465398E0
9.233695308E1,-9.137685098E-2,2.480374846E0,-2.461712873E0
9.234694408E1,-6.607200198E-2,2.526454414E0,-2.312236260E0
9.235693408E1,-2.112613633E-2,2.459724235E0,-2.181637090E0
9.236692508E1,2.983000919E-2,2.261231144E0,-2.700990293E0
9.237691608E1,-4.177695251E-1,2.105747833E0,-3.397901800E0
9.238690708E1,-1.010336884E0,2.178279619E0,-3.893848014E0
9.239689708E1,-1.146864984E0,2.561779198E0,-3.726709448E0
9.240688808E1,-1.181589405E0,3.117838882E0,-2.522284765E0
9.241687908E1,-6.687276354E-1,3.401993682E0,-1.246298933E0
9.242686908E1,3.011257589E-1,3.015817248E0,-1.667783779E-1
9.243686008E1,1.221734195E0,2.065878593E0,9.906890702E-1
9.244685108E1,2.386495460E0,9.274660510E-1,1.702787551E0
9.245684108E1,3.549300832E0,-1.727852225E-2,2.293976721E0
9.246683208E1,4.557152649E0,-1.488484758E-1,2.690458288E0
9.247682308E1,5.533572759E0,1.525713980E-1,2.758267863E0
9.248681408E1,5.574398603E0,6.771619517E-1,2.819063996E0
9.249680408E1,4.219122189E0,1.402664005E0,2.842864795E0
9.250679508E1,2.431535685E0,1.972900847E0,2.746049229E0
9.251678608E1,1.578933583E0,1.812149194E0,2.660448623E0
9.252677608E1,1.166037931E0,8.949830139E-1,2.250726475E0
9.253676708E1,6.839366088E-1,2.901797712E-1,1.636378968E0
9.254675808E1,3.530848481E-1,1.194340575E-1,1.115602700E0
9.255674808E1,1.880212393E-1,1.635741037E-1,8.258854432E-1
9.256673908E1,2.239236550E-1,4.275449002E-1,4.601799649E-1
9.257673008E1,2.975458011E-1,6.416219902E-1,-1.166889359E-1
9.258672108E1,5.761497664E-1,6.442544067E-1,-5.986245630E-1
9.259671108E1,1.148160727E0,6.537339127E-1,-5.934625679E-1
9.260670208E1,1.613832251E0,4.686981887E-1,-5.741818129E-1
9.261669308E1,1.665345490E0,-1.425416690E-1,-7.044387741E-1
9.262668308E1,1.627642059E0,-9.021253878E-1,-5.452617766E-1
9.263667408E1,1.500453424E0,-1.649953864E0,-1.838452309E-1
9.264666508E1,1.382293767E0,-2.138905054E0,-6.014095187E-2
9.265665508E1,1.215593815E0,-2.614413494E0,-1.490747631E-2
9.266664608E1,1.012254406E0,-3.040541030E0,5.786740825E-2
9.267663708E1,7.452016879E-1,-3.338407550E0,1.664814855E-1
9.268662808E1,5.864339224E-1,-3.398108792E0,2.086076045E-1
9.269661808E1,3.231089509E-1,-3.433110809E0,1.053393441E-1
9.270660908E1,1.109115945E-1,-3.337276699E0,-1.035541892E-1
9.271660008E1,-2.855049223E-3,-3.081184441E0,-4.042675732E-1
9.272659008E1,-2.016467135E-1,-2.792038457E0,-7.111857301E-1
9.273658108E1,-3.748114935E-1,-2.475541538E0,-9.730312099E-1
9.274657208E1,-5.710746755E-1,-2.135409588E0,-1.209399640E0
9.275656208E1,-7.620133100E-1,-1.699025452E0,-1.387109972E0
9.276655308E1,-1.009852223E0,-1.236311304E0,-1.544047486E0
9.277654408E1,-1.278325156E0,-7.960586500E-1,-1.674324036E0
9.278653508E1,-1.463670637E0,-3.271119547E-1,-1.597862189E0
9.279652508E1,-1.561163310E0,-1.157906574E-1,-1.424247832E0
9.280651608E1,-1.511356873E0,1.745037192E-1,-1.253739515E0
9.281650708E1,-1.695776885E0,2.599549288E-1,-1.228863705E0
9.282649708E1,-1.918850648E0,1.831043887E-1,-1.262128515E0
9.283648808E1,-2.181050322E0,2.199026710E-1,-1.151038873E0
9.284647908E1,-2.203880191E0,4.553080648E-1,-1.076261756E0
9.285646908E1,-2.172355805E0,1.069617711E0,-8.615338705E-1
9.286646008E1,-2.388417879E0,1.598585490E0,-5.508334422E-1
9.287645108E1,-2.837965413E0,1.825622349E0,-3.678172003E-1
9.288644208E1,-3.168235741E0,1.794243266E0,-4.365513664E-1
9.289643208E1,-3.306130628E0,1.580168515E0,-6.216028780E-1
9.290642308E1,-3.195642225E0,1.380708879E0,-8.774336194E-1
9.291641408E1,-2.402397840E0,1.407663959E0,-8.487812394E-1
9.292640408E1,-8.042502337E-1,1.876796011E0,3.142586052E-2
9.293639508E1,7.714597061E-1,2.391459162E0,1.212442531E0
9.294638608E1,2.193153328E0,2.993867970E0,1.948328508E0
9.295637608E1,2.973776352E0,2.970758019E0,1.687993510E0
9.296636708E1,3.144945112E0,2.249380592E0,1.122493497E0
9.297635808E1,3.198877198E0,1.309179890E0,7.473471044E-1
9.298634908E1,3.478363581E0,4.505589563E-1,3.834807216E-1
9.299633908E1,4.094790796E0,-5.851308703E-2,2.060719594E-2
9.300633008E1,5.069159410E0,1.497746748E-1,-1.987176239E-1
9.301632108E1,6.238649318E0,1.288238672E0,2.311075442E-1
9.302631108E1,6.736598203E0,3.258661469E0,1.268926488E0
9.303630208E1,5.912045487E0,5.732404404E0,2.389034321E0
9.304629308E1,4.095789208E0,7.722688438E0,2.718329626E0
9.305628308E1,1.915697098E0,8.235029660E0,1.732710092E0
9.306627408E1,3.769794217E-1,6.959881150E0,-7.415862814E-2
9.307626508E1,-2.885909365E-1,4.973795416E0,-1.315394749E0
9.308625508E1,-2.637820045E-1,3.240990599E0,-1.901290436E0
9.309624608E1,-3.588195048E-2,1.547045792E0,-1.735694511E0
9.310623708E1,4.016614692E-1,-6.848025084E-2,-9.996371374E-1
9.311622808E1,9.588989282E-1,-1.149916939E0,-2.399416637E-1
9.312621808E1,1.351078552E0,-1.918770248E0,1.869846010E-1
9.313620908E1,1.334001321E0,-2.519548852E0,2.683151315E-1
9.314620071E1,1.134752843E0,-2.957825148E0,6.426908612E-2
9.315619071E1,8.235726502E-1,-3.245167850E0,-3.040030275E-1
9.316618171E1,5.321038603E-1,-3.385048451E0,-6.571818696E-1
9.317617271E1,3.826788490E-1,-3.516367559E0,-9.102623731E-1
9.318616271E1,1.594185606E-1,-3.645434904E0,-1.092401971E0
9.319615371E1,-1.042101737E-1,-3.890549600E0,-1.281703239E0
9.320614471E1,-1.165477987E-1,-4.164904466E0,-1.432945565E0
9.321613571E1,2.038880244E-2,-4.336808513E0,-1.397363065E0
9.322612571E1,1.295377538E-1,-4.473711712E0,-1.057528592E0
9.323611671E1,4.948883792E-1,-4.442520910E0,-6.318834525E-1
9.324610771E1,5.554393671E-1,-4.273581986E0,-3.823938704E-1
9.325609771E1,6.024419908E-1,-3.769967734E0,-3.837322980E-1
9.326608871E1,5.744299541E-1,-2.969376322E0,-6.874876960E-1
9.327607971E1,4.953274320E-1,-1.980807452E0,-1.244157683E0
9.328606971E1,3.882530728E-1,-1.214911079E0,-1.921481602E0
9.329606071E1,4.076401010E-1,-9.619552678E-1,-2.499045591E0
9.330605171E1,5.231445372E-1,-1.187136220E0,-2.784638221E0
9.331604271E1,5.888453872E-1,-1.444565152E0,-2.835290312E0
9.332603271E1,3.761227316E-1,-1.139323538E0,-2.692831673E0
9.333602371E1,-1.293828756E-1,-5.129189265E-1,-2.503056781E0
9.334601471E1,-7.732094123E-1,5.032698512E-2,-2.454936535E0
9.335600471E1,-1.229638315E0,5.958991027E-1,-2.714185120E0
9.336599571E1,-1.545222046E0,9.243798906E-1,-3.021269192E0
9.337598671E1,-1.586511282E0,8.892088884E-1,-3.429066875E0
9.338597671E1,-1.136801561E0,6.555026954E-1,-3.558933535E0
9.339596771E1,-8.659836017E-2,6.462424600E-1,-2.824446065E0
9.340595871E1,1.074860544E0,7.326666462E-1,-2.492769189E0
9.341594871E1,1.930726050E0,7.674271739E-1,-2.877297878E0
9.342593971E1,2.510243009E0,1.166709557E0,-3.319009997E0
9.343593071E1,2.869380456E0,2.105338528E0,-2.924279671E0
9.344592171E1,1.991424388E0,2.603481540E0,-2.770006734E0
9.345591171E1,-1.798786991E-1,2.436832970E0,-3.241995150E0
9.346590271E1,-1.588021910E0,2.344905970E0,-3.053955712E0
9.347589371E1,-1.847721023E0,2.350964854E0,-2.198675877E0
9.348588371E1,-1.428472153E0,1.953512065E0,-1.115190252E0
9.349587471E1,-8.465975967E-1,1.348243384E0,6.878722966E-2
9.350586571E1,-3.120412680E-1,7.378817779E-1,1.359924366E0
9.351585571E1,7.259099693E-1,1.504728323E-1,1.967077605E0
9.352584671E1,1.996617446E0,-6.551103473E-2,1.579702492E0
9.353583771E1,2.741543950E0,2.584995568E-2,1.063398539E0
9.354582871E1,3.587313873E0,7.364503795E-1,1.997912897E0
9.355581871E1,4.423529446E0,2.356668229E0,3.390479345E0
9.356580971E1,4.627733805E0,3.816615651E0,3.765560102E0
9.357580071E1,3.749055167E0,4.030417922E0,2.840303130E0
9.358579071E1,2.270462728E0,2.631697279E0,1.523225405E0
9.359578171E1,1.114295847E0,1.327617331E0,8.876600341E-1
9.360577271E1,4.707846945E-1,9.546901023E-1,4.965239916E-1
9.361576271E1,1.184562568E-1,9.024200875E-1,1.313745104E-2
9.362575371E1,-1.790883748E-1,1.061357349E0,-4.076007785E-1
9.363574471E1,-5.157426931E-1,1.364453035E0,-6.791592874E-1
9.364573471E1,-6.674539657E-1,1.487976635E0,-1.053491602E0
9.365572571E1,-4.889045580E-1,1.525484185E0,-1.022518389E0
9.366571671E1,1.975430645E-2,9.569453734E-1,-5.438600528E-1
9.367570771E1,5.715374827E-1,-8.995356560E-3,1.348039754E-1
9.368569771E1,9.054672177E-1,-9.113674968E-1,6.158837163E-1
9.369568871E1,1.061193115E0,-1.783835807E0,9.224461433E-1
9.370567971E1,1.003945074E0,-2.606484670E0,8.484928255E-1
9.371566971E1,8.527971802E-1,-3.233568143E0,5.991830452E-1
9.372566071E1,7.961093746E-1,-3.652900044E0,3.976309834E-1
9.373565171E1,7.982472628E-1,-3.913227441E0,5.054567099E-2
9.374564171E1,7.682855451E-1,-4.005514630E0,-3.351876904E-1
9.375563271E1,6.976351002E-1,-3.768518794E0,-7.856592308E-1
9.376562371E1,4.763904932E-1,-3.443545750E0,-1.154213034E0
9.377561371E1,1.890811202E-1,-2.999422240E0,-1.197585926E0
9.378560471E1,-1.547730209E-1,-2.485934379E0,-1.079399079E0
9.379559571E1,-4.450855239E-1,-1.910454923E0,-1.062668441E0
9.380558671E1,-8.386719882E-1,-1.484143201E0,-1.236495053E0
9.381557671E1,-1.331969267E0,-1.112857870E0,-1.489533749E0
9.382556771E1,-1.731297989E0,-8.802427679E-1,-1.928272558E0
9.383555871E1,-2.019568060E0,-8.438923824E-1,-2.365749685E0
9.384554871E1,-2.025323328E0,-7.216557544E-1,-2.673064576E0
9.385553971E1,-1.586439800E0,-6.288352990E-1,-2.780465648E0
9.386553071E1,-1.171000683E0,-6.122093260E-1,-2.553293134E0
9.387552071E1,-1.266398152E0,-6.152820379E-1,-1.976077786E0
9.388551171E1,-1.365895397E0,-4.946387762E-1,-1.441465689E0
9.389550271E1,-1.563767806E0,-2.374653679E-1,-9.525947526E-1
9.390549271E1,-1.935446946E0,2.754102892E-1,-6.346525477E-1
9.391548371E1,-2.535615539E0,6.849796790E-1,-7.421851824E-1
9.392547471E1,-3.187258780E0,8.859595907E-1,-9.516339089E-1
9.393546571E1,-3.879667931E0,8.060263985E-1,-1.133322102E0
9.394545571E1,-4.338097240E0,6.860391945E-1,-1.261750200E0
9.395544671E1,-3.744569768E0,8.464107782E-1,-1.192818691E0
9.396543771E1,-1.791039723E0,1.275156112E0,-6.241220047E-1
9.397542771E1,1.416209153E-1,1.665315669E0,8.796345113E-1
9.398541871E1,2.014215519E0,2.180489867E0,2.687212499E0
9.399540971E1,3.736537448E0,2.742439451E0,3.657537471E0
9.400539971E1,4.918574896E0,3.186568224E0,3.702499051E0
9.401539071E1,5.388319736E0,3.476790095E0,3.173341822E0
9.402538171E1,5.138292795E0,3.657460873E0,2.375032433E0
9.403537171E1,4.127527310E0,3.953000786E0,1.802977837E0
9.404536271E1,2.675521283E0,4.172123439E0,1.431390790E0
9.405535371E1,1.670941568E0,4.537444024E0,1.189906046E0
9.406534471E1,1.143334362E0,5.238750883E0,1.307307027E0
9.407533471E1,9.512499661E-1,5.612467486E0,1.402286859E0
9.408532571E1,1.037921343E0,5.748122304E0,1.304022061E0
9.409531671E1,1.031655321E0,5.560118533E0,1.019690090E0
9.410530671E1,7.572004668E-1,4.902744729E0,6.113070276E-1
9.411529771E1,2.989185812E-1,3.861233414E0,2.080782853E-2
9.412528871E1,2.014504664E-2,2.511993665E0,-4.882664075E-1
9.413527871E1,7.599699274E-3,1.085529739E0,-6.148107523E-1
9.414526963E1,1.671338886E-2,-1.835242188E-1,-5.754490507E-1
9.415526063E1,1.445231442E-1,-1.080785308E0,-3.377076211E-1
9.416525062E1,1.849271120E-1,-1.634949324E0,-8.113823019E-2
9.417524162E1,1.723024618E-1,-2.179224529E0,-7.570273161E-2
9.418523262E1,2.040059189E-1,-2.898049062E0,-2.752739760E-1
9.419522362E1,2.923869489E-1,-3.564028798E0,-4.464758456E-1
9.420521362E1,3.336361317E-1,-4.201534349E0,-5.033950547E-1
9.421520462E1,4.913785149E-1,-4.626525185E0,-5.653188226E-1
9.422519562E1,8.294762184E-1,-4.925843570E0,-6.144312680E-1
9.423518563E1,1.048700174E0,-5.087720811E0,-6.736115223E-1
9.424517663E1,1.240150001E0,-5.173358547E0,-6.335417960E-1
9.425516763E1,1.262629768E0,-5.215250339E0,-7.315697086E-1
9.426515762E1,1.186894073E0,-5.023375127E0,-8.616480374E-1
9.427514863E1,1.137592470E0,-4.704988387E0,-1.103595369E0
9.428513963E1,1.027092812E0,-4.328752220E0,-1.223634029E0
9.429512962E1,7.783601515E-1,-3.919427243E0,-1.301356316E0
9.430512062E1,5.094779862E-1,-3.419911889E0,-1.542486718E0
9.431511162E1,2.644105802E-1,-2.854884331E0,-1.998844358E0
9.432510162E1,-2.024854235E-2,-2.262454966E0,-2.176656432E0
9.433509262E1,-3.845029610E-1,-1.574076301E0,-2.025976024E0
9.434508362E1,-6.263046241E-1,-5.919767904E-1,-1.819770602E0
9.435507462E1,-9.572725982E-1,2.700290966E-1,-1.805259420E0
9.436506463E1,-1.136814571E0,8.085026944E-1,-2.037602043E0
9.437505563E1,-1.076301590E0,1.220962363E0,-2.247890137E0
9.438504663E1,-8.173123287E-1,1.880859826E0,-2.058133956E0
9.439503662E1,-4.072992814E-1,2.655860313E0,-2.386999490E0
9.440502763E1,-1.602686727E-1,2.991841325E0,-2.947706541E0
9.441501863E1,-1.481893484E-1,2.936610280E0,-2.926864141E0
9.442500862E1,-4.209224168E-1,2.572323482E0,-3.023435000E0
9.443499962E1,-1.011047613E0,2.332182428E0,-3.014337317E0
9.444499062E1,-1.260665542E0,2.692080891E0,-2.585273895E0
9.445498062E1,-1.272706275E0,3.359380344E0,-1.999791023E0
9.446497162E1,-1.364496451E0,3.574510517E0,-1.227848044E0
9.447496262E1,-1.190516203E0,3.461761581E0,-1.199152102E-1
9.448495362E1,-6.866441620E-1,3.267911764E0,7.143432266E-1
9.449494363E1,2.186737324E-1,2.521170870E0,9.653004599E-1
9.450493463E1,1.711033879E0,1.362093099E0,1.525665448E0
9.451492563E1,3.178737048E0,4.762510371E-1,2.672644746E0
9.452491562E1,4.256382986E0,-5.280269623E-1,3.042179419E0
9.453490663E1,4.099036751E0,-1.708640029E0,2.722675277E0
9.454489763E1,3.117689778E0,-1.863547974E0,2.693342135E0
9.455488762E1,2.024305182E0,-9.005191576E-1,2.594886718E0
9.456487862E1,1.457938904E0,2.137093002E-1,2.514915519E0
9.457486962E1,8.894122984E-1,7.748133767E-1,2.369861886E0
9.458485962E1,2.470912005E-1,1.483043924E0,1.941893647E0
9.459485062E1,-2.247213614E-1,2.289625223E0,1.295628968E0
9.460484162E1,-5.652577923E-1,2.853870424E0,6.619078086E-1
9.461483163E1,-9.715941835E-1,3.257303161E0,4.530568137E-1
9.462482263E1,-8.970329015E-1,3.359373912E0,-4.314777374E-2
9.463481363E1,-4.884217241E-1,2.889490492E0,1.891585227E-1
9.464480463E1,8.091194294E-2,2.121024268E0,8.048260383E-1
9.465479462E1,6.746410708E-1,1.129845201E0,5.049813312E-1
9.466478563E1,7.601986997E-1,-1.796597940E-1,1.382996602E-1
9.467477663E1,6.838836184E-1,-1.161251766E0,3.693703669E-1
9.468476662E1,7.134719914E-1,-1.792597860E0,7.658694756E-1
9.469475762E1,6.941891167E-1,-2.280922812E0,7.860913400E-1
9.470474862E1,6.701784758E-1,-2.712518663E0,4.040395318E-1
9.471473862E1,7.122355246E-1,-3.162453722E0,-3.091633415E-1
9.472472962E1,8.457531126E-1,-3.394226241E0,-8.437315840E-1
9.473472062E1,8.354424249E-1,-3.530694991E0,-1.067746602E0
9.474471063E1,6.747121145E-1,-3.673914937E0,-9.036095573E-1
9.475470163E1,4.243361675E-1,-3.783074852E0,-6.747254169E-1
