"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.816991000E0,2.158208942E-1,-2.123124003E-3,8.880458772E-2
3.826983000E0,1.589666074E-1,-5.154788375E-2,5.137948394E-2
3.836974000E0,6.398346791E-2,-8.981498659E-2,-3.645738959E-3
3.846965000E0,-3.933531605E-4,-4.866286755E-2,-1.134927016E-1
3.856957000E0,5.421583578E-2,-1.534367859E-2,-1.306297213E-1
3.866948000E0,1.182567389E-1,1.314278662E-2,-1.453155881E-1
3.876939000E0,1.005575551E-1,5.486851752E-2,-1.526474118E-1
3.886931000E0,5.762325958E-3,-2.090613484E-2,-7.885964334E-2
3.896922000E0,-8.130133096E-2,-1.232575518E-1,8.018111408E-2
3.906913000E0,-5.875709408E-2,-1.753006947E-1,1.967190456E-1
3.916905000E0,-1.585815134E-2,-1.348005402E-1,2.004589248E-1
3.926896000E0,5.719554489E-3,-8.740827262E-2,-1.956478357E-3
3.936888000E0,1.326303827E-3,-4.989019811E-2,-1.687658465E-1
3.946879000E0,2.182714440E-2,-1.771121621E-3,-2.475079608E-1
3.956870000E0,-9.549636059E-3,2.102483332E-2,-2.482096267E-1
3.966862000E0,-1.110021350E-1,-5.787457108E-2,-1.933598202E-1
3.976853000E0,-1.682462483E-1,-1.987106073E-1,-1.204058647E-1
3.986844000E0,-1.565673121E-1,-2.583826125E-1,-5.407914340E-2
3.996836000E0,-9.881468288E-2,-2.197342712E-1,-1.453880936E-1
4.006827000E0,1.773099625E-2,-1.534420484E-1,-3.016724735E-1
4.016818000E0,8.061540688E-2,-8.840112984E-2,-3.173155296E-1
4.026809000E0,1.521043882E-1,-6.532158494E-2,-1.764239448E-1
4.036801000E0,1.390899114E-1,-7.089515090E-2,-1.913910627E-1
4.046792000E0,7.430312745E-3,-1.189610177E-1,-2.826848102E-1
4.056784750E0,-2.111188374E-2,-2.131234092E-1,-3.609720111E-1
4.066775750E0,-8.605672527E-2,-3.089113265E-1,-2.611886913E-1
4.076766750E0,-2.533143556E-2,-3.031208289E-1,-1.674192327E-1
4.086758750E0,9.974030625E-2,-2.036631989E-1,-1.905864859E-1
4.096749750E0,6.168459853E-2,-1.134652197E-1,-2.388371247E-1
4.106740750E0,1.282412799E-1,-2.876479268E-2,-1.551242924E-1
4.116732750E0,2.804980429E-1,-8.987579763E-2,-8.584297299E-2
4.126723750E0,7.009223683E-2,-3.556463671E-1,-1.774092007E-1
4.136714750E0,1.745935288E-1,3.574753761E-2,-2.647414595E-1
4.146706750E0,1.588338939E-1,1.107141048E-1,-1.375007844E-1
4.156697750E0,2.868006470E-1,-2.346744919E-1,-2.083859950E-1
4.166688750E0,1.849092780E-1,-3.332316506E-1,-2.613413036E-1
4.176680750E0,-3.710780097E-2,-2.523786914E-1,-1.568053669E-1
4.186671750E0,6.227761583E-2,-1.036418974E-2,-1.238773566E-1
4.196662750E0,1.974950260E-1,1.105310869E-1,-2.143519092E-1
4.206654750E0,2.857839624E-1,8.220308125E-2,-2.376612496E-1
4.216645750E0,1.638167997E-1,9.027633190E-2,-1.580233419E-1
4.226636750E0,9.102651140E-2,8.708199799E-2,-1.517177045E-2
4.236628750E0,1.778043994E-1,2.143647730E-2,9.341336310E-2
4.246619750E0,2.944719747E-1,4.433943629E-3,2.650800133E-1
4.256610750E0,2.539369379E-1,5.022875190E-2,4.216088068E-1
4.266602750E0,1.913980794E-1,-4.121409953E-2,5.570349991E-1
4.276593750E0,1.522707415E-1,-1.606990278E-1,6.516265762E-1
4.286584750E0,1.302630643E-1,-9.998387933E-2,5.853893173E-1
4.296576750E0,1.119264884E-1,8.985416293E-3,3.532302976E-1
4.306567750E0,6.955454880E-2,1.121747392E-1,-3.688423634E-2
4.316558750E0,2.445501102E-2,1.899169797E-1,-3.661351025E-1
4.326550750E0,-7.506222395E-2,2.144144744E-1,-5.671810877E-1
4.336541750E0,1.713943161E-2,2.320526004E-1,-5.545891088E-1
4.346532750E0,4.126565735E-1,3.100860322E-1,-2.717049086E-1
4.356524750E0,7.079278077E-1,4.067557096E-1,5.238345087E-2
4.366515750E0,6.432738286E-1,3.050258517E-1,1.106977326E-1
4.376506750E0,4.405953008E-1,1.317909783E-1,1.584338164E-1
4.386498750E0,2.717543907E-1,-7.698444128E-3,2.235817391E-1
4.396489750E0,-1.126030112E-1,-8.918758035E-2,1.541530699E-1
4.406480750E0,-3.727953735E-1,-1.009001380E-1,-8.515066266E-2
4.416472750E0,-2.540725384E-1,-9.035293043E-2,-3.499821693E-1
4.426463750E0,-3.835318482E-2,1.494139016E-2,-4.565377343E-1
4.436454750E0,1.318591349E-1,1.740061212E-1,-4.374266946E-1
4.446446750E0,1.926279316E-1,1.990152472E-1,-3.791071504E-1
4.456437750E0,1.310957444E-1,1.411108553E-2,-3.760391164E-1
4.466428750E0,1.689600471E-2,-8.594003677E-2,-2.630691558E-1
4.476420750E0,-3.202947591E-2,-9.052659273E-2,-1.735798591E-1
4.486411750E0,1.977285309E-1,-2.206581312E-1,-1.045236576E-1
4.496402750E0,1.318742573E0,-8.579543513E-1,5.245718426E-1
4.506394750E0,6.454900695E-1,-1.892685235E-2,8.044681156E-1
4.516385750E0,-6.841476202E-2,3.650557065E-1,4.403456247E-1
4.526376750E0,-4.438699974E-1,1.742049265E-1,-1.481111419E-1
4.536368750E0,-5.765766497E-1,2.566518366E-2,-4.275244349E-1
4.546359750E0,-5.675901005E-1,-1.173009932E-2,-3.040329945E-1
4.556350750E0,-4.749360714E-1,-1.145989949E-1,-2.668172210E-1
4.566342750E0,-3.363596551E-1,-8.890106678E-2,-2.045350188E-1
4.576333750E0,-2.168052729E-1,-4.391258955E-4,-1.275371289E-1
4.586324750E0,-7.757544860E-2,-4.131350219E-2,-1.425498551E-1
4.596316750E0,-3.815428812E-2,-7.213125229E-2,-6.430066109E-2
4.606307750E0,-7.007277656E-2,-2.004308581E-2,1.428083020E-1
4.616298750E0,-1.144209837E-1,-8.493431568E-2,3.455798006E-1
4.626290750E0,-1.846809260E-1,-1.142054772E-1,4.270297605E-1
4.636281750E0,-1.896516440E-1,-7.894091964E-2,3.083581799E-1
4.646272750E0,-6.295132471E-2,2.380401492E-2,1.490771019E-1
4.656264750E0,1.116623952E-1,1.209519947E-1,2.641187310E-2
4.666255750E0,1.503965262E-1,1.515229923E-1,-1.078530622E-1
4.676246750E0,4.391308291E-2,1.518556988E-1,-1.969517648E-1
4.686237750E0,-1.027463598E-1,7.851290345E-2,-1.575929868E-1
4.696229750E0,-2.063696193E-1,-7.393862665E-2,-1.541150630E-2
4.706220750E0,-3.197576192E-1,-1.702188796E-1,1.090786386E-1
4.716211750E0,-3.426691297E-1,-2.220643866E-1,2.002759069E-1
4.726203750E0,-1.666448421E-1,-2.194968742E-1,4.118538970E-1
4.736194750E0,6.481733568E-2,-1.961430949E-1,5.958008695E-1
4.746185750E0,1.482333122E-1,-1.136114001E-1,5.190146488E-1
4.756177750E0,1.353398545E-1,-4.999486327E-2,2.939547336E-1
4.766168750E0,8.593429919E-2,-8.283633471E-2,1.327469981E-1
4.776159750E0,1.353983084E-2,-1.444806057E-1,-6.477077723E-2
4.786151750E0,-2.183331687E-1,-1.789429253E-1,-3.244801229E-1
4.796142750E0,-1.376050110E-1,-1.684717315E-1,-3.976662129E-1
4.806133750E0,8.445104331E-2,-1.900157976E-1,-4.025188172E-1
4.816125750E0,2.094180469E-1,-1.189966857E-1,-2.673206663E-1
4.826116750E0,1.058270933E-1,-9.521781385E-2,-1.778079808E-2
4.836107750E0,-7.435580721E-2,-2.684772456E-1,2.551795077E-1
4.846099750E0,-5.370128171E-1,-4.706394643E-1,4.341446525E-1
4.856090750E0,-6.816300284E-1,-5.107186192E-1,3.697165221E-1
4.866081750E0,-5.761445221E-2,-4.613020456E-1,1.372698194E-1
4.876073750E0,4.828176796E-1,-3.341788995E-1,1.303794605E-1
4.886064750E0,7.806575225E-1,-5.070623553E-1,3.361587667E-1
4.896055750E0,1.635996487E-1,-3.844082361E-1,5.162290353E-1
4.906047750E0,9.086573124E-3,1.080682397E-1,6.681549007E-1
4.916038750E0,1.130510907E-1,-1.000253946E-1,3.202596027E-1
4.926029750E0,2.877499607E-1,-4.764077425E-1,-1.564264673E-1
4.936021750E0,2.219178408E-1,-3.610638124E-1,-3.542178923E-1
4.946012750E0,5.871863128E-1,-2.860212314E-1,-4.890476686E-1
4.956003750E0,5.712294075E-1,-4.980354238E-1,-4.774888927E-1
4.965995750E0,3.803138696E-1,-6.491836095E-1,-2.565576965E-1
4.975986750E0,7.550351697E-1,-9.292319101E-1,-3.140282249E-1
4.985977750E0,7.018447300E-1,-1.121233422E0,-4.200306433E-1
4.995969750E0,6.971025650E-1,-1.051215938E0,-2.685795718E-1
5.005960750E0,7.207094557E-1,-1.013595538E0,1.630507779E-1
5.015951750E0,8.095760239E-1,-5.869189489E-1,1.148983723E0
5.025943750E0,1.254969623E0,-5.176832378E-1,1.555187455E0
5.035934750E0,1.159063446E0,-7.809757572E-1,1.480972840E0
5.045925750E0,1.361260894E0,-1.234950072E0,1.089143318E0
5.055917250E0,1.854726865E0,-1.953570537E0,6.051868200E-1
5.065908250E0,2.463941832E0,-2.502704194E0,-1.027706623E-2
5.075899250E0,3.327749246E0,-2.317584854E0,-7.569682592E-1
5.085891250E0,3.722243344E0,-2.202146784E0,-1.416290941E0
5.095882250E0,2.193607364E0,-1.992317696E0,-9.761487991E-1
5.105873250E0,-3.397280534E-1,-1.111936934E0,-7.505953789E-2
5.115865250E0,-1.433790780E0,-6.225559741E-1,-4.700494802E-1
5.125856250E0,-9.672507986E-1,-1.519803030E0,-2.055802671E0
5.135847250E0,-3.901405540E-1,-2.387429845E0,-2.877211924E0
5.145839250E0,-2.433815807E-2,-1.969203653E0,-3.058505430E0
5.155830250E0,2.157868159E-1,-1.075626310E0,-2.764144900E0
5.165821250E0,5.816576242E-2,-5.420468313E-1,-1.940045927E0
5.175813250E0,3.252940553E-1,-7.212300771E-1,-1.358013496E0
5.185804250E0,1.168135108E0,-1.717160007E0,-9.304218185E-1
5.195795250E0,1.477806865E0,-2.851075455E0,-6.269220901E-1
5.205787250E0,1.137784551E0,-3.064925088E0,-3.442817187E-1
5.215778250E0,1.391172472E-1,-2.529737041E0,1.953227305E-1
5.225769250E0,-6.691793329E-1,-1.761616387E0,2.724556911E-1
5.235761250E0,-1.628365359E0,-8.591401666E-1,4.556173825E-1
5.245752250E0,-2.032795631E0,-3.725728869E-1,7.390073669E-1
5.255743250E0,-1.998163742E0,-2.726819783E-1,1.030879907E0
5.265735250E0,-1.822989640E0,-3.551587093E-1,1.341009793E0
5.275726250E0,-1.711199355E0,-4.440176761E-1,1.316100070E0
5.285717250E0,-1.177638003E0,-4.917110753E-1,1.519530550E0
5.295709250E0,-5.800645503E-1,-1.901105225E-2,1.343994797E0
5.305700250E0,-5.966139248E-1,2.832098901E-1,9.303238776E-1
5.315691250E0,8.704077512E-2,4.289289361E-1,8.975838554E-1
5.325683250E0,1.241325876E0,1.227852722E0,1.192339073E0
5.335674250E0,1.043701974E0,1.610319682E0,1.480900042E0
5.345665250E0,7.703268081E-2,1.055486745E0,9.646666217E-1
5.355657250E0,-5.598855168E-1,1.819267595E-1,7.594433856E-1
5.365648250E0,-1.651581437E0,-6.640893316E-1,2.454219666E-1
5.375639250E0,-2.587514548E0,-9.170159072E-1,2.004840678E-1
5.385631250E0,-2.484765813E0,1.957694578E-1,9.370601624E-1
5.395622250E0,-2.295731178E0,1.031270501E0,1.894080088E0
5.405613250E0,-9.437593174E-1,1.641428039E0,2.760149497E0
5.415604250E0,1.405281511E0,1.828450647E0,3.419761031E0
5.425596250E0,4.424250700E0,2.278054753E0,3.697616041E0
5.435587250E0,3.454537931E0,3.805033486E0,4.115224768E0
5.445578250E0,2.779791757E0,4.052046188E0,3.031354469E0
5.455570250E0,2.704478742E0,3.746994023E0,1.400597014E0
5.465561250E0,2.072068455E0,3.073671938E0,4.812347652E-1
5.475552250E0,1.817350293E0,2.617012582E0,-5.243438011E-1
5.485544250E0,9.741876429E-1,2.304420433E0,-1.281634242E0
5.495535250E0,3.319946721E-1,2.125433069E0,-1.686392981E0
5.505526250E0,6.017124045E-1,1.773319589E0,-2.314984451E0
5.515518250E0,9.589448288E-1,1.304080533E0,-3.484675650E0
5.525509250E0,1.421989052E0,4.851440674E-1,-3.419921830E0
5.535500250E0,1.964285560E0,-6.119052708E-1,-2.079291667E0
5.545492250E0,1.291617778E0,-1.363677109E0,-1.478691403E0
5.555483250E0,-7.742824495E-2,-1.300469293E0,-2.020186111E0
5.565474250E0,-1.214560539E0,-1.177857274E0,-2.327042580E0
5.575466250E0,-1.593784341E0,-7.666114873E-1,-2.120659402E0
5.585457250E0,-1.000033213E0,6.923278749E-2,-1.945307252E0
5.595448250E0,-5.150870740E-2,9.320397431E-1,-1.203982633E0
5.605440250E0,3.511717853E-1,1.886304753E0,1.241048133E-1
5.615431250E0,9.728199792E-1,2.371867481E0,9.694502288E-1
5.625422250E0,1.054688015E0,2.459233069E0,1.889902398E0
5.635414250E0,5.428809366E-1,2.673024230E0,2.453393455E0
5.645405250E0,-6.808477440E-1,2.651633946E0,2.793808702E0
5.655396250E0,-1.601479862E0,1.895255671E0,3.322032423E0
5.665388250E0,-1.443220292E0,1.003169367E0,2.626137454E0
5.675379250E0,-1.026150971E0,3.994589692E-1,2.146392121E0
5.685370250E0,-1.061190119E0,-9.508391261E-2,2.113826053E0
5.695362250E0,-3.553499132E-1,-3.080050081E-1,1.449311337E0
5.705353250E0,-2.472606236E-1,-1.007793345E0,1.432448552E0
5.715344250E0,-1.130879281E0,-1.682189564E0,9.410719371E-1
5.725336250E0,-1.432596925E0,-2.217899183E0,-4.104584590E-1
5.735327250E0,-1.976367369E0,-2.507503003E0,-1.669068705E0
5.745318250E0,-3.032845509E0,-2.452344464E0,-2.464617185E0
5.755309250E0,-3.159893226E0,-2.587720955E0,-2.681735704E0
5.765301250E0,-1.368392450E0,-2.822881935E0,-2.760242468E0
5.775292250E0,1.615170532E-1,-3.207270291E0,-1.995829242E0
5.785283250E0,-4.582316726E-2,-3.488469908E0,-1.723731400E0
5.795275250E0,-2.600100388E-1,-3.470818918E0,-2.701757155E0
5.805266250E0,-1.935324593E-1,-3.094859909E0,-3.225182651E0
5.815257250E0,-5.809813938E-1,-2.717249646E0,-2.189854914E0
5.825249250E0,-1.116424745E0,-2.704488097E0,-6.936753657E-1
5.835240250E0,-1.566146599E0,-2.146526315E0,-4.794605738E-1
5.845231250E0,-1.552924875E0,-1.529771363E0,-8.759906727E-1
5.855223250E0,-1.178001188E0,-1.100405055E0,-1.116990682E0
5.865214250E0,-6.665257202E-1,-6.138576561E-1,-1.837937608E0
5.875205250E0,-7.218150180E-1,-2.550882912E-1,-1.870951134E0
5.885197250E0,-2.412478002E0,3.153625596E-1,-5.713589233E-1
5.895188250E0,-2.738432938E0,8.238194758E-1,3.709939925E-1
5.905179250E0,2.610149705E0,1.820154617E0,-1.966878215E0
5.915171250E0,1.357924326E0,1.511246215E0,9.865359391E-1
5.925162250E0,5.393233151E0,1.500493770E0,-1.061993965E-1
5.935153250E0,7.039899126E0,2.210826391E0,-2.822666612E-1
5.945145250E0,1.368867537E0,2.378523951E0,1.196099417E0
5.955136250E0,-1.230630149E0,3.748426006E0,2.191453981E0
5.965127250E0,-8.766214411E-1,4.442882268E0,2.831992482E0
5.975119250E0,-1.921170676E-1,3.487882848E0,3.136619554E0
5.985110250E0,-5.878683174E-1,3.399174154E0,2.589372793E0
5.995101250E0,-1.575306555E0,3.195342556E0,1.869033832E0
6.005092250E0,-3.271091480E0,2.653930732E0,9.595397830E-1
6.015084250E0,-1.572153005E0,3.659132591E0,-4.205843747E0
6.025075250E0,2.216478602E0,2.708360124E0,-7.772209092E0
6.035066250E0,4.572735187E0,-9.804318845E-2,-5.995720897E0
6.045058250E0,4.048632583E0,-1.795904460E0,-2.327115816E0
6.055049458E0,3.966404943E0,-2.288717735E0,-3.656357503E-1
6.065040458E0,1.957370789E0,-1.694020236E0,2.323894000E-1
6.075032458E0,2.210104260E-1,-7.716009164E-1,6.446297979E-1
6.085023458E0,-1.378579031E0,-1.149520497E0,4.740209456E-1
6.095014458E0,-4.102578702E0,-2.099443949E0,-4.989756560E-1
6.105006458E0,-4.363615951E0,-2.280242781E0,-1.611095023E-1
6.114997458E0,-2.141920170E0,-1.987281489E0,-3.226914597E-1
6.124988458E0,1.733559108E-1,-9.765931875E-1,-8.519054067E-1
6.134980458E0,4.588783747E-1,-9.138087094E-2,-1.840249743E0
6.144971458E0,-4.059312522E-2,-4.328828233E-1,-2.050316813E0
6.154962458E0,6.980657476E-1,-3.569216448E-1,-3.296342096E0
6.164954458E0,1.171187063E0,-9.020563906E-1,-3.800225905E0
6.174945458E0,-3.242099816E-1,-1.839133510E0,5.207884748E-2
6.184936458E0,-2.065679203E0,-1.790540809E0,4.125067971E0
6.194928458E0,-5.787767011E-1,-2.157952943E0,2.389053032E0
6.204919458E0,5.513974062E-1,-2.346029804E0,1.686291386E0
6.214910458E0,-1.269250132E0,-1.911426145E0,1.989456654E0
6.224902458E0,-2.575071089E0,-1.464581925E0,1.397788596E0
6.234893458E0,-2.671836953E0,2.393797463E-1,1.422978401E0
6.244884458E0,-1.926123999E0,2.696934080E0,1.685005145E0
6.254875458E0,-5.687148124E-2,4.776172975E0,-4.066421275E-1
6.264867458E0,2.387494165E0,5.448142015E0,-2.381448144E0
6.274858458E0,2.379042307E0,4.583651646E0,-4.444341148E0
6.284849458E0,-5.895303154E-1,2.337789908E0,-4.276025537E0
6.294841458E0,-9.416110504E-1,1.701182490E0,-1.683482383E0
6.304832458E0,-2.941737118E-1,1.964538159E0,1.722620137E0
6.314823458E0,-3.821228519E-1,1.599329256E0,3.519379460E0
6.324815458E0,-4.196067202E-1,1.164149061E0,1.822436786E0
6.334806458E0,-1.763517317E-1,1.840850253E0,-8.758029040E-1
6.344797458E0,-2.436648783E-1,2.259459438E0,-2.113632803E0
6.354789458E0,7.489102113E-1,7.670330715E-1,-2.943024091E0
6.364780458E0,1.538664101E0,-1.691543355E0,-2.782019838E0
6.374771458E0,1.080065808E0,-3.288503904E0,-1.827142625E0
6.384763458E0,9.747472215E-1,-3.890399326E0,1.452799201E-2
6.394754458E0,1.905475434E0,-3.626040859E0,1.913245214E0
6.404745458E0,2.597417977E0,-3.191340721E0,3.596848050E0
6.414737458E0,9.762531719E-1,-4.067031432E0,3.705151348E0
6.424728458E0,5.905676115E-1,-3.064385390E0,1.320068575E0
6.434719458E0,3.387113687E-1,-1.863664919E0,-2.162651181E-2
6.444711458E0,-6.645857602E-2,-1.619934259E0,1.184180380E0
6.454702458E0,9.578592932E-1,2.619552612E-2,-3.042783437E0
6.464693458E0,1.704720640E0,1.562629791E0,-3.781956865E0
6.474684458E0,7.051563737E-1,2.333501560E0,-3.545068617E0
6.484676458E0,-2.444790739E0,2.438395931E0,-2.002018812E0
6.494667458E0,-6.172590984E0,2.379133231E0,3.142398211E-1
6.504658458E0,-4.226753097E0,2.190089825E0,3.423704978E0
6.514650458E0,-1.171360433E0,8.579818332E-1,2.791115767E0
6.524641458E0,-5.026102853E-1,3.624197817E-1,1.121484268E0
6.534632458E0,2.795260858E0,1.263977405E0,2.377714258E0
6.544624458E0,2.326999164E0,-3.995987177E-3,3.127906033E0
6.554615458E0,-6.682487485E-1,-2.437218887E-1,-1.723246958E0
6.564606458E0,-1.134584370E0,2.911469007E-1,-3.967071526E0
6.574598458E0,-1.745833875E0,7.983951974E-1,-3.169982597E0
6.584589458E0,-2.228037670E0,2.005302608E-2,-1.888346601E0
6.594580458E0,-3.547339091E-1,-1.157801324E0,-1.033087158E0
6.604572458E0,1.838839687E0,-4.328278595E-1,-2.120504451E0
6.614563458E0,2.340328769E0,5.155115819E-1,-1.281655877E0
6.624554458E0,3.831454130E0,-7.831175923E-2,7.397207272E-1
6.634546458E0,1.464335173E0,-7.541516554E-1,3.353662351E0
6.644537458E0,-4.039660031E-1,-1.188693334E0,5.454154122E0
6.654528458E0,1.030412714E0,-1.605645418E-1,1.518286847E0
6.664519458E0,-2.494957218E-1,4.500882554E-1,3.285534103E0
6.674511458E0,-1.018640223E0,4.199616462E-1,3.541369668E0
6.684502458E0,-1.514933761E0,-5.867815393E-1,2.113874878E0
6.694493458E0,-2.006344874E0,-1.444971533E0,-6.659546665E-1
6.704485458E0,-1.733895030E0,-1.029161995E0,-1.972789750E0
6.714476458E0,-1.686049896E0,-9.336407107E-1,-2.149393204E0
6.724467458E0,-7.281464562E-1,-3.909933704E-1,-2.460811232E0
6.734459458E0,7.357995844E-1,8.361740577E-1,-3.134313412E0
6.744450458E0,2.816270489E-1,1.281798549E0,-3.608957634E0
6.754441458E0,5.719024220E-1,1.022753447E0,-3.253890141E0
6.764433458E0,1.145951357E0,1.966108721E-1,-3.054240471E0
6.774424458E0,1.467622770E0,-3.627963424E-1,-2.838832555E0
6.784415458E0,1.630159870E0,-3.526245260E-1,-2.431423126E0
6.794407458E0,3.681760731E-1,2.421963501E-1,-1.144172634E0
6.804398458E0,-1.679802731E0,6.390749431E-1,2.837197673E0
6.814389458E0,-3.288104539E0,-6.728051913E-1,5.599735758E0
6.824381458E0,5.948609295E-1,1.055794308E0,2.683774921E0
6.834372458E0,3.092425421E0,1.757933226E0,2.878466152E0
6.844363458E0,1.566946791E0,2.640883255E-1,2.311886743E0
6.854354458E0,4.688434920E-1,9.476231575E-2,1.203180980E0
6.864346458E0,2.190036616E-1,1.013661026E0,-1.060465649E0
6.874337458E0,8.431123638E-1,1.794139770E0,-1.846541932E0
6.884328458E0,9.541603446E-2,3.359284449E0,-2.091910982E0
6.894320458E0,-2.225599381E-1,2.484256813E0,-2.477431943E0
6.904311458E0,1.805099791E-1,8.389853990E-1,-2.275333240E-1
6.914302458E0,6.241031474E-1,-4.665797424E-1,2.613135878E0
6.924294458E0,4.066469514E-1,-2.327673640E0,5.204440007E0
6.934285458E0,1.334956463E0,-3.601249250E0,4.999254193E0
6.944276458E0,2.025323767E0,-3.522092568E0,2.541250209E0
6.954268458E0,1.401476435E0,-3.484461057E0,1.446285403E-1
6.964259458E0,1.776504276E0,-2.313908710E0,-2.272176547E0
6.974250458E0,2.097882158E0,-5.334157562E-1,-3.781728238E0
6.984242458E0,6.227939558E-1,-7.139859617E-2,-3.836351173E0
6.994233458E0,-1.030717939E-1,6.757276297E-1,-3.894744977E0
7.004224458E0,6.428092673E-1,1.109396904E0,-3.297644856E0
7.014216458E0,-1.798319945E-1,6.749809402E-1,-1.581525654E0
7.024207458E0,-1.297572582E0,8.370014387E-1,9.779421401E-1
7.034198458E0,-1.511762524E0,2.790706462E-1,3.639154410E0
7.044190458E0,-1.215844295E0,-1.247063749E0,5.209835817E0
7.054181458E0,-1.265917511E0,-2.828009359E0,5.264334791E0
7.064171708E0,-4.584123516E-1,-3.482629709E0,3.591194962E0
7.074162708E0,1.178623259E-2,-3.612491691E0,1.355944752E0
7.084154708E0,-1.991549957E-1,-3.776744657E0,-9.442218322E-1
7.094145708E0,-4.758645362E-1,-4.159622092E0,-2.228253433E0
7.104136708E0,1.967734247E0,-3.882690942E0,-2.753785973E0
7.114128708E0,3.133699454E0,-1.656055434E0,-3.238835315E0
7.124119708E0,2.401201208E0,1.569371631E0,-3.036012946E0
7.134110708E0,1.128585126E0,3.753202597E0,-1.489056031E0
7.144102708E0,7.988588816E-1,4.775578313E0,9.096127474E-1
7.154093708E0,-4.297229880E-1,3.487001672E0,6.479498470E-1
7.164084708E0,-3.465633023E0,-7.240127671E-1,9.267006505E-1
7.174076708E0,-3.519623873E0,-3.173347669E0,9.748407769E-1
7.184067708E0,6.364705932E-1,-2.280995318E0,6.538052487E-1
7.194058708E0,1.776436155E0,-2.306648222E0,2.237258145E0
7.204050708E0,1.719990059E0,-2.753255630E0,3.971697843E0
7.214041708E0,3.113474520E0,-2.345614067E0,2.967113450E0
7.224032708E0,3.753235341E0,-1.008813685E0,2.396210901E-2
7.234024708E0,3.926651186E0,-2.893728554E-2,-1.420548152E0
7.244015708E0,2.379048446E0,6.845914239E-1,-8.446946204E-1
7.254006708E0,1.055644619E0,1.366781981E0,-6.920998335E-1
7.263997708E0,8.550593948E-1,9.235279512E-1,-1.618657812E0
7.273989708E0,-6.554436386E-1,-1.554126770E0,-3.575899816E-1
7.283980708E0,-1.123141953E0,-8.193492794E-1,4.607605203E-1
7.293971708E0,-2.328684624E0,2.047667440E0,-2.323368920E0
7.303963708E0,-4.859806286E0,3.121410946E0,-2.951053487E0
7.313954708E0,-8.880506135E0,3.257327719E0,-1.646585283E0
7.323945708E0,-9.857231469E0,2.445156482E0,-2.367650907E-2
7.333937708E0,-8.014425908E0,-1.455649134E0,3.960348397E0
7.343928708E0,-6.717287189E0,-9.489769049E0,2.491547706E0
7.353919708E0,3.988981628E0,-1.191566422E1,-3.421815158E0
7.363911708E0,4.439586777E0,-6.552927804E0,8.983417276E-1
7.373902708E0,2.950808781E0,2.129316205E-1,7.396328728E-1
7.383893708E0,2.233775543E0,4.087600182E0,-2.144633571E0
7.393885708E0,2.714407314E0,3.147928069E0,-2.254703897E0
7.403876708E0,3.540620640E0,5.566894287E0,-4.801556908E0
7.413867708E0,2.125649708E0,8.028964425E0,1.367687130E-1
7.423858708E0,2.108581686E0,7.183392722E0,1.848139976E0
7.433850708E0,1.513493884E0,1.618100572E0,1.652445217E0
7.443841708E0,1.037016267E0,-3.580922574E0,1.571772498E0
7.453832708E0,-1.925838947E-2,-5.840863237E0,1.339198180E0
7.463824708E0,-2.457221042E0,-4.204953216E0,-2.379962951E-3
7.473815708E0,-4.141937480E0,1.884379849E0,-1.327164610E0
7.483806708E0,-5.167306094E0,6.339961100E0,-2.133629111E0
7.493798708E0,-4.216188933E0,5.866897380E0,-2.761066926E0
7.503789708E0,-1.660113109E0,2.303200704E0,-2.706353359E0
